frequency,place,observation_date,modulation,type_signal,radio_service,affiliation,call_sign
9.6100,Таллинн,14 марта 2011,AM,Голос,Радиовещательная,Турция,Voice of Turkey
13.6350,Таллинн,13 марта 2011,AM,Голос,Радиовещательная,США,Voice of America
12.0800,Таллинн,13 марта 2011,AM,Голос,Радиовещательная,США,Voice of America
12.0550,Таллинн,13 марта 2011,AM,Голос,Радиовещательная,Германия,Deutche Welle
11.9800,Таллинн,13 марта 2011,AM,Голос,Радиовещательная,,Radio Liberty
11.9450,Таллинн,13 марта 2011,AM,Голос,Радиовещательная,,Radio Free Asia
11.9200,Таллинн,13 марта 2011,AM,Голос,Радиовещательная,США,Voice of America
11.8850,Таллинн,13 марта 2011,AM,Голос,Радиовещательная,,Family Radio
11.8400,Таллинн,13 марта 2011,AM,Голос,Радиовещательная,США,Voice of Amrica
11.8300,Таллинн,13 марта 2011,AM,Голос,Радиовещательная,Великобритания,BBC
11.8150,Таллинн,13 марта 2011,AM,Голос,Радиовещательная,Турция,Voice of Turkey
11.7950,Таллинн,13 марта 2011,AM,Голос,Радиовещательная,Великобритания,BBC
11.7850,Таллинн,13 марта 2011,AM,Голос,Радиовещательная,Судан,Sudan Radio Service Darfur
11.7300,Таллинн,13 марта 2011,AM,Голос,Радиовещательная,Румыния,Radio Romania Int.
11.7200,Таллинн,13 марта 2011,AM,Голос,Радиовещательная,Германия,Deutche Welle
11.7050,Таллинн,13 марта 2011,AM,Голос,Радиовещательная,США,Voice of America
11.6750,Таллинн,13 марта 2011,AM,Голос,Радиовещательная,Германия,Adventist World Radio
11.6450,Таллинн,13 марта 2011,AM,Голос,Радиовещательная,Германия,Deutche Welle
11.5750,Таллинн,13 марта 2011,AM,Голос,Радиовещательная,Pakistan,Radio Pakistan
189.7500,Омск,13 марта 2011,WFM,Голос,Радиовещательная,7 частотный канал телевизионного вещания,
181.7500,Омск,13 марта 2011,WFM,Голос,Радиовещательная,6 частотный канал телевизионного вещания,
4.2350,"Бедфорд, Англия",13 марта 2011,USB,Голос,Воздушная подвижная,UK,RAF Volmet
151.9500,Омск,13 марта 2011,NFM,Голос,Сухопутная подвижная,Ж/Д,
41.3250,Омск,13 марта 2011,NFM,Голос,Сухопутная подвижная,Троллейбусы,по бортовым номерам троллейбусов
3.5200,ЮФО,13 марта 2011,USB,Голос,Воздушная подвижная,авиадиспетчеры,"Цадик-2,Капель,Бражка, Ампир,Ташкент-Авиа,Мелодия-2 и др."
2.8300,Нальчик,13 марта 2011,LSB,Голос,Метеорологическая,Kerkyra R.,
2.7300,Нальчик,13 марта 2011,LSB,Голос,Метеорологическая,Limnos R,
40.0500,Ульяновск,12 марта 2011,NFM,Голос,Сухопутная подвижная,Такси Ульяновск,"База, числовые"
446.0000,Волгоград,11 марта 2011,NFM,Голос,Сухопутная подвижная,METRO Cash & Carry - Волгоград,Не определены
96.5000,Волгоград,11 марта 2011,WFM,Голос,Радиовещательная,"Радио ""Комсомольская Правда""","""Комсомольская Правда"""
863.6125,Санкт-Петербург,11 марта 2011,NFM,Голос,Сухопутная подвижная,"ЗАО ""РадиоТел"". Транкинг (EDACS)",Регата
160.6000,Луганская обл.,6 марта 2011,NFM,Голос,Сухопутная подвижная,"Такси, г.Красный Луч",По номерам
9.5600,Харьков,11 марта 2011,AM,Голос,Радиовещательная,Japan / Nippon Housou Kyoukai,NHK Waarudo Rajio Nippon / NHK World Radio Japan
102.3000,Воронеж,11 марта 2011,WFM,Голос,Радиовещательная,"Радио ""Дорожное радио""",
9.7700,Харьков,10 марта 2011,AM,Голос,Радиовещательная,Japan / Nippon Housou Kyoukai,NHK Waarudo Rajio Nippon / NHK World Radio Japan
5.9750,Харьков,10 марта 2011,AM,Голос,Радиовещательная,Japan / Nippon Housou Kyoukai,NHK Waarudo Rajio Nippon / NHK World Radio Japan
15.2050,Харьков,10 марта 2011,AM,Голос,Радиовещательная,Japan / Nippon Housou Kyoukai,NHK Waarudo Rajio Nippon / NHK World Radio Japan
17.8100,Харьков,10 марта 2011,AM,Голос,Радиовещательная,Japan / Nippon Housou Kyoukai,NHK Waarudo Rajio Nippon / NHK World Radio Japan
415.4750,Запорожье,9 марта 2011,NFM,Голос,Сухопутная подвижная,"ООО ""Венбест""",номера экипажей
153.0000,Слуцк,3 февраля 2011,NFM,Голос,Сухопутная подвижная,Железная дорога,Дежурный по Фамилиям
152.9000,Слуцк,3 февраля 2011,NFM,Голос,Сухопутная подвижная,Железная дорога,По фамилиям
423.3750,Хабаровск,8 марта 2011,NFM,Голос,Сухопутная подвижная,Такси,Числовые
152.7500,Хабаровск,8 марта 2011,NFM,Голос,Сухопутная подвижная,"ОАО ""РЖД""",
165.1125,Львов,8 марта 2011,NFM,Голос,Сухопутная подвижная,Такси 1616,номерные
158.7000,Хабаровск,8 марта 2011,NFM,Голос,Сухопутная подвижная,Скорая помощь,
8.6360,Хабаровск,7 марта 2011,CW,Morse,Морская подвижная,Ю.Корея,HLW
2642.0000,Ростов-на-Дону,7 марта 2011,OFDM,цифровой,иное (см. комментарий),WiMax,
9.8850,Санкт-Петербург,6 марта 2011,AM,Голос,Радиовещательная,США из ОАЭ,Family Radio
9.6150,Санкт-Петербург,6 марта 2011,AM,Голос,Радиовещательная,Великобритания,BBC
9.5500,Санкт-Петербург,6 марта 2011,AM,Голос,Радиовещательная,"Руанда, Африка",FEBA RADIO
9.5100,Санкт-Петербург,6 марта 2011,AM,Голос,Радиовещательная,Великобритания,Radio Canada Intl.
390.3750,Хабаровск,6 марта 2011,NFM,Голос,Фиксированная,ОАО Дальсвязь Радиоудлинитель,
155.2250,Хабаровск,6 марта 2011,NFM,Голос,Сухопутная подвижная,"ОАО ""РЖД""",
2502.0000,Ростов-на-Дону,6 марта 2011,OFDM,цифровой,иное (см. комментарий),WiMax,
434.5250,Кемерово,4 марта 2011,NFM,Голос,Любительская,Эхо репитер,Радиолюбительские
434.7750,Москва,2 марта 2011,NFM,Голос + D315,Сухопутная подвижная,УГПС МЧС России ЦАО г. Москвы,Разные
109.5000,Калининград,4 марта 2011,AM,Morse,Радионавигационная,Аэропорт Храброво,
122.9500,Сочи,27 августа 2010,AM,Голос,Воздушная подвижная,Вертолетная площадка общего пользования Красная Поляна,"""Вышка"""
2576.5000,Москва,4 марта 2011,OFDM,цифровой,иное (см. комментарий),preWiMAX IEEE 802.16 (5MHz),
2571.5000,Москва,4 марта 2011,OFDM,цифровой,иное (см. комментарий),preWiMAX IEEE 802.16 (5MHz),
2560.0000,Москва,4 марта 2011,OFDM,цифровой,иное (см. комментарий),Mobile WiMAX 802.16e,
2550.0000,Москва,4 марта 2011,OFDM,цифровой,иное (см. комментарий),Mobile WiMAX 802.16e,
2540.0000,Москва,4 марта 2011,OFDM,цифровой,иное (см. комментарий),Mobile WiMAX 802.16e,
2525.0000,Москва,4 марта 2011,OFDM,цифровой,иное (см. комментарий),Mobile WiMAX 802.16e,
2515.0000,Москва,4 марта 2011,OFDM,цифровой,иное (см. комментарий),Mobile WiMAX 802.16e,
2505.0000,Москва,4 марта 2011,OFDM,цифровой,иное (см. комментарий),Mobile WiMAX 802.16e,
162.4750,Владимир,3 марта 2011,NFM,Голос,Сухопутная подвижная,Такси,"Волна,цифровые"
162.4250,Владимир,3 марта 2011,NFM,Голос,Сухопутная подвижная,Такси,"Мастер, цифровой"
156.3375,Владимир,3 марта 2011,NFM,Голос,Сухопутная подвижная,Такси,цифровые
162.3850,Владимир,3 марта 2011,NFM,Голос,Сухопутная подвижная,Такси,"Фаворит,числовые"
433.4000,Нижний Новгород,3 марта 2011,NFM,Голос,Сухопутная подвижная,Охрана Карповского рынка,"Автостоянка, первый, десятый"
148.2500,Одесса,3 марта 2011,NFM,Голос,Сухопутная подвижная,Дежурная часть,"Ягуар, номерные"
441.0500,Москва,2 марта 2011,NFM,Голос,Сухопутная подвижная,Отдел МЧС по ЮВАО г.Москвы,Поиск
5.5360,Нальчик,2 марта 2011,LSB,Голос,Сухопутная подвижная,,"""829"", по именам - Валера и т.п."
153.9500,Пенза,1 марта 2011,NFM,Голос,Сухопутная подвижная,ж/д станция Пенза-3,
153.9000,Пенза,1 марта 2011,NFM,Голос,Сухопутная подвижная,ж/д станция Пенза-1,
67.0000,Канаш,1 марта 2011,WFM,Голос,Радиовещательная,ГТРК Чувашия,Радио России-Чувашия
150.3000,Одесса,28 февраля 2011,NFM,Голос,Сухопутная подвижная,Терминал,
145.7000,Пенза,28 февраля 2011,NFM,Голос,Любительская,Любительская,"р/любительские позывные, реже - по именам"
107.5000,Пенза,28 февраля 2011,WFM,Голос,Радиовещательная,Эхо Москвы,
106.7000,Пенза,28 февраля 2011,WFM,Голос,Радиовещательная,Gold FM,
105.2000,Пенза,28 февраля 2011,WFM,Голос,Радиовещательная,Экспресс,
104.8000,Пенза,28 февраля 2011,WFM,Голос,Радиовещательная,Добрые песни,
103.8000,Пенза,28 февраля 2011,WFM,Голос,Радиовещательная,Европа Плюс,
103.3000,Пенза,28 февраля 2011,WFM,Голос,Радиовещательная,Авторадио,
102.8000,Пенза,28 февраля 2011,WFM,Голос,Радиовещательная,Мост радио,
101.8000,Пенза,28 февраля 2011,WFM,Голос,Радиовещательная,Русское радио,
101.4000,Пенза,28 февраля 2011,WFM,Голос,Радиовещательная,Серебрянный дождь,
72.2300,Пенза,28 февраля 2011,WFM,Голос,Радиовещательная,Маяк,
70.6700,Пенза,28 февраля 2011,WFM,Голос,Радиовещательная,Радио России,
68.0900,Пенза,28 февраля 2011,WFM,Голос,Радиовещательная,Европа Плюс,
42.4500,Севастополь,28 февраля 2011,NFM,голос+тональный вызов,Сухопутная подвижная,Скорая помощь в г.Севастополе,"""ЛАЗУРЬ"""
151.8250,Саранск,27 февраля 2011,NFM,Голос,Сухопутная подвижная,РЖД,-
4.2450,Красноярск,27 февраля 2011,USB,Голос,Речная подвижная,,"томск -2,названия судов"
25.9500,Санкт-Петербург,27 февраля 2011,NFM,Голос,Сухопутная подвижная,Маршрутные такси 103 и др. (Петергоф-Петербург),по именам и номерам маршрутов
7.3400,Хабаровск,26 февраля 2011,цифровая,DRM,Радиовещательная,Иркутск,Голос России
2.2160,Крым,17 февраля 2011,SSB,ALE MIL-STD 188-141A,Воздушная подвижная,система связи TASCOMM,TAZCOMM
161.6000,Владимир,25 февраля 2011,NFM,Голос,Сухопутная подвижная,ЭлектроСети или ЧОП,"""Стопроцентный"", номерной"
153.0000,Владимир,25 февраля 2011,NFM,Голос,Сухопутная подвижная,Перегон Владимир-Улыбышево,диспетчер-машинист
153.9500,Владимир,25 февраля 2011,NFM,Голос,Сухопутная подвижная,Владимир-сортировочная,диспетчер-машинист
151.9500,Калининград,25 февраля 2011,NFM,Голос,Сухопутная подвижная,ЖД сортировка,"диспечер,машинист"
159.5500,Калининград,25 февраля 2011,NFM,Голос,Сухопутная подвижная,Такси,номера
446.3500,Запорожье,24 февраля 2011,NFM,Голос,Сухопутная подвижная,Строители,По именам
27.4550,Тула,23 февраля 2011,NFM,Голос,Сухопутная подвижная,Рено-такси,Цифровые
9.8700,Хабаровск,24 февраля 2011,цифровая,DRM,Радиовещательная,Новая Зеландия (NZ),RNZI
460.2125,Днепропетровск,23 февраля 2011,NFM,транковый,Сухопутная подвижная,Транковая связь,"""Вышка"", цифровые"
47.6500,Москва,23 февраля 2011,NFM,Голос + CTCSS,Сухопутная подвижная,такси,Номера машин
8.4255,Хабаровск,23 февраля 2011,цифровая,цифровой,Морская подвижная,Китай (CHN),XSG
434.6000,Запорожье,22 февраля 2011,NFM,Голос,Сухопутная подвижная,Амстор на 3-м Шевченковском,По именам
433.0750,Запорожье,22 февраля 2011,NFM,Голос + CTCSS,Сухопутная подвижная,54-й магазин на 2-м Шевченковском ул.Чаривная,По именам
168.0750,Ростов-на-Дону,20 декабря 2006,цифровая,PACKET1200,Фиксированная (телеметрия),,
4.2135,Хабаровск,22 февраля 2011,"A1A, F1B","Morse, NAVTEX",Морская подвижная,"Радиоцентр ""УФЛ"", г. Владивосток",UFL
30.2250,Санкт-Петербург,8 января 2011,NFM,Голос,Сухопутная подвижная,Такси,трехзначные - по номерам машин
164.3875,Одесса,21 февраля 2011,NFM,Голос,Сухопутная подвижная,Такси,Хаджибей и цифровые
157.5500,Витебск,21 февраля 2011,NFM,Голос,Сухопутная подвижная,Коммерческое такси,Цифровые
157.5000,Витебск,21 февраля 2011,NFM,Голос,Сухопутная подвижная,Коммерческое такси,Цифровые
154.0500,Витебск,21 февраля 2011,NFM,Голос,Сухопутная подвижная,Коммерческое такси,Цифровые
157.3000,Витебск,21 февраля 2011,NFM,Голос,Сухопутная подвижная,Коммерческое такси,Цифровые
151.8250,Тамбов,21 февраля 2011,NFM,Голос + тон + селект. вызов,Сухопутная подвижная,"ОАО РЖД, станция Тамбов-1, радиосеть ДСП",ДСП (фамилия)+машинист (фамилия)
152.0250,Новочебоксарск,21 февраля 2011,NFM,Голос,Сухопутная подвижная,ЖД,
154.0000,Канаш,21 февраля 2011,NFM,Голос,Сухопутная подвижная,ЖД,
151.8250,Чебоксары,21 февраля 2011,NFM,Голос,Сухопутная подвижная,РЖД,
92.3000,Казань,20 февраля 2011,WFM,Голос,Радиовещательная,"Радио ""Романтика""",
440.1000,Нижний Новгород,20 февраля 2011,NFM,Голос,Сухопутная подвижная,Такси,
481.6625,Москва,20 февраля 2011,NFM,Голос + DCS,Сухопутная подвижная,Такси,"Панацея(диспетчер), Самурай, Буран, Европа и т.д."
15.5750,Волгоград,20 февраля 2011,AM,Голос,Радиовещательная,UK,BBC International News
118.2000,Запорожье,20 февраля 2011,AM,Голос,Воздушная подвижная,Аэропорт,Запорожье-радар
162.3875,Ростов-на-Дону,19 февраля 2011,NFM,Голос,Сухопутная подвижная,Такси,
159.7750,Ростов-на-Дону,19 февраля 2011,NFM + BPSK,Голос + SmarTrunk II,Сухопутная подвижная,"Скорая помощь, Охрана","Декада-#, Подстанция-#, #-ные; Центральная"
162.4750,Ростов-на-Дону,19 февраля 2011,NFM,Голос,Сухопутная подвижная,"Такси ""Боинг""",
159.3250,Ростов-на-Дону,19 февраля 2011,цифровая,LARS,Фиксированная (телеметрия),"Охранная сигнализация ""Lars""",
167.3000,Ростов-на-Дону,19 февраля 2011,цифровая,LARS,Фиксированная (телеметрия),"Охранная сигнализация ""Lars""",
426.4500,Ростов-на-Дону,19 февраля 2011,п/4-DQPSK,TETRA,Сухопутная подвижная,"Транк TETRA, группа компаний ""МАГ""",
426.2000,Ростов-на-Дону,19 февраля 2011,п/4-DQPSK,TETRA,Сухопутная подвижная,"Транк TETRA, группа компаний ""МАГ""",
426.1500,Ростов-на-Дону,19 февраля 2011,п/4-DQPSK,TETRA,Сухопутная подвижная,"Транк TETRA, группа компаний ""МАГ""",
425.9750,Ростов-на-Дону,19 февраля 2011,п/4-DQPSK,TETRA,Сухопутная подвижная,"Транк TETRA, группа компаний ""МАГ""",
425.9500,Ростов-на-Дону,19 февраля 2011,п/4-DQPSK,TETRA,Сухопутная подвижная,"Транк TETRA, группа компаний ""МАГ""",
425.7750,Ростов-на-Дону,19 февраля 2011,п/4-DQPSK,TETRA,Сухопутная подвижная,"Транк TETRA, группа компаний ""МАГ""",
425.6500,Ростов-на-Дону,19 февраля 2011,п/4-DQPSK,TETRA,Сухопутная подвижная,"Транк TETRA, группа компаний ""МАГ""",
425.5500,Ростов-на-Дону,19 февраля 2011,п/4-DQPSK,TETRA,Сухопутная подвижная,"Транк TETRA, группа компаний ""МАГ""",
425.4500,Ростов-на-Дону,19 февраля 2011,п/4-DQPSK,TETRA,Сухопутная подвижная,"Транк TETRA, группа компаний ""МАГ""",
425.4250,Ростов-на-Дону,19 февраля 2011,п/4-DQPSK,TETRA,Сухопутная подвижная,"Транк TETRA, группа компаний ""МАГ""",
425.3000,Ростов-на-Дону,19 февраля 2011,п/4-DQPSK,TETRA,Сухопутная подвижная,"Транк TETRA, группа компаний ""МАГ""",
425.2500,Ростов-на-Дону,19 февраля 2011,п/4-DQPSK,TETRA,Сухопутная подвижная,"Транк TETRA, группа компаний ""МАГ""",
425.1500,Ростов-на-Дону,19 февраля 2011,п/4-DQPSK,TETRA,Сухопутная подвижная,"Транк TETRA, группа компаний ""МАГ""",
422.7000,Ростов-на-Дону,19 февраля 2011,п/4-DQPSK,TETRA,Сухопутная подвижная,"Транк TETRA, группа компаний ""МАГ""",
422.4500,Ростов-на-Дону,19 февраля 2011,п/4-DQPSK,TETRA,Сухопутная подвижная,"Транк TETRA, группа компаний ""МАГ""",
144.1250,Москва,18 февраля 2011,NFM,Голос,иное (см. комментарий),монтажники пожарно-охранной сигнализации,по именам
0.6570,Краснодар,18 февраля 2011,AM,Голос,Радиовещательная,Голос России,"Голос России/Радио ""Кавказ"""
107.7000,Краснодар,18 февраля 2011,WFM,Голос,Радиовещательная,,Радио 107
106.8000,Краснодар,18 февраля 2011,WFM,Голос,Радиовещательная,,Радио ШАНСОН
106.0000,Краснодар,18 февраля 2011,WFM,Голос,Радиовещательная,,D'FM
105.2000,Краснодар,18 февраля 2011,WFM,Голос,Радиовещательная,,Радио РОКС ФМ
104.7000,Краснодар,18 февраля 2011,WFM,Голос,Радиовещательная,,НАШЕ радио
104.2000,Краснодар,18 февраля 2011,WFM,Голос,Радиовещательная,,Настоящее радио
103.2000,Краснодар,18 февраля 2011,WFM,Голос,Радиовещательная,,Авторадио
102.7000,Краснодар,18 февраля 2011,WFM,Голос,Радиовещательная,,Первое радио
101.8000,Краснодар,18 февраля 2011,WFM,Голос,Радиовещательная,,Русское радио
101.2000,Краснодар,18 февраля 2011,WFM,Голос,Радиовещательная,,Ретро ФМ
90.6000,Краснодар,18 февраля 2011,WFM,Голос,Радиовещательная,,Радио Романтик
88.3000,Краснодар,18 февраля 2011,WFM,Голос,Радиовещательная,,Радио 02
8.9650,Крым,17 февраля 2011,USB,Голос,Воздушная подвижная,БПА ВМС Турции,"Kalfa, Marti+цц, Yunus+цц"
9.0370,Крым,17 февраля 2011,USB,Голос,Воздушная подвижная,ВВС Турции,"ERKILET, ETIMESGUT, ASENA, TURK AUKU ETERE"
157.4500,Канаш,17 февраля 2011,NFM,Голос,Сухопутная подвижная,Промтрактор-Вагон,номерные
433.1750,Московская обл.,16 февраля 2011,NFM,Голос,Сухопутная подвижная,охрана Ашан Красногорск,по именам
16.8200,Москва,16 февраля 2011,CW,Morse,Морская подвижная,Маркер береговой станции,IAR
434.5750,Москва,15 февраля 2011,NFM,Голос + CTCSS,Сухопутная подвижная,"ЧОП ТРК ""Щука""","Мониторная, Метро, 0-1, 1-1, 1-2, 2-1 и т.д."
213.7375,Челябинск,15 февраля 2011,WFM,Голос,Радиовещательная,телеканал стс,
123.8000,Калужская обл.,15 февраля 2011,AM,Голос,Воздушная подвижная,"пл. Кудиново, Калужская обл.",Кудиново-Старт
6.4550,Приморский край,14 февраля 2011,USB,Голос + FAX,Морская подвижная,"Береговая станция, порт Ванино",
153.2500,Ставище,14 февраля 2011,NFM,Голос,Сухопутная подвижная,Маневровая связь на станции Христиновка Одесской ж/д,Как обычно - фамилии машинистов и номера тепловозов
155.8250,Москва,14 февраля 2011,NFM,Голос,Сухопутная подвижная,Охрана Киевского вокзала.,
152.9500,Ганцевичи,14 февраля 2010,NFM,Голос,Сухопутная подвижная,Железная дорога,По фамилиям
167.7000,Воронеж,13 февраля 2011,NFM,Голос,Сухопутная подвижная,"Открытое акционерное общество ""Квадра - Генерирующая компани","По именам, фамилиям, именам отчествам."
167.7250,Запорожье,13 февраля 2011,NFM,Голос,Сухопутная подвижная,Электросеть,
167.7500,Запорожье,13 февраля 2011,NFM,Голос,Сухопутная подвижная,Электросеть,
167.6500,Запорожье,13 февраля 2011,NFM,Голос,Сухопутная подвижная,Электросеть,
0.9990,Кишинев,13 февраля 2011,AM,Голос,Радиовещательная,Голос России,
415.0750,Запорожье,13 февраля 2011,NFM,Голос,Сухопутная подвижная,охранная контора Венбест,номерные
423.5000,Пермь,12 февраля 2011,NFM,Голос,Сухопутная подвижная,Такси,По номерам
423.0000,Пермь,12 февраля 2011,NFM,Голос,Сухопутная подвижная,ЧОП,По номерам
26.7150,Копейск,10 января 2010,NFM,Голос,Сухопутная подвижная,Авто Радио Канал,Разные
416.9250,Челябинск,11 февраля 2011,NFM,Голос,Сухопутная подвижная,чоп,
405.6500,Челябинск,11 февраля 2011,NFM,Голос,Сухопутная подвижная,чоп,сокол
402.9750,Челябинск,11 февраля 2011,NFM,Голос,Сухопутная подвижная,"чоп ""Тайгер""",
0.7380,Челябинск,11 февраля 2011,AM,Голос,Радиовещательная,"радио России, Маяк",
419.2500,Челябинск,11 февраля 2011,NFM,Голос,Сухопутная подвижная,ЧМК,
418.0000,Челябинск,11 февраля 2011,NFM,Голос,Сухопутная подвижная,ЧМК,
418.3500,Челябинск,11 февраля 2011,NFM,Голос,Сухопутная подвижная,ЧМК,
419.4250,Челябинск,11 февраля 2011,NFM,Голос,Сухопутная подвижная,ЧМК,
419.1000,Челябинск,11 февраля 2011,NFM,Голос,Сухопутная подвижная,ЧМК,
130.5750,Будапешт,10 февраля 2011,AM,Голос,Воздушная подвижная,Budapest Radar / Budapest Control,LHCC
158.1250,Санкт-Петербург,10 февраля 2011,NFM,Голос,Сухопутная подвижная,"Торговый порт (краны, погрузка-разгрузка сухогрузов)",По номерам кранов
418.7000,Челябинск,10 февраля 2011,NFM,Голос,Сухопутная подвижная,ЧМК,
418.6250,Челябинск,10 февраля 2011,NFM,Голос,Сухопутная подвижная,ЧМК,
419.0500,Челябинск,10 февраля 2011,NFM,Голос,Сухопутная подвижная,ЧМК,
418.2750,Челябинск,10 февраля 2011,NFM,Голос,Сухопутная подвижная,ЧМК,"номера, имена"
418.1750,Челябинск,10 февраля 2011,NFM,Голос,Сухопутная подвижная,ЧМК,"номера, имена"
418.4500,Челябинск,10 февраля 2011,NFM,Голос,Сухопутная подвижная,ЧМК,
26.5800,Челябинск,10 февраля 2011,NFM,Голос,Сухопутная подвижная,такси,
27.5900,Челябинск,10 февраля 2011,NFM,Голос,Сухопутная подвижная,такси,
27.8400,Челябинск,10 февраля 2011,NFM,Голос,Сухопутная подвижная,такси,
27.7000,Челябинск,10 февраля 2011,NFM,Голос,Сухопутная подвижная,такси,
27.4500,Челябинск,10 февраля 2011,NFM,Голос,Сухопутная подвижная,такси,
27.2500,Челябинск,10 февраля 2011,NFM,Голос,Сухопутная подвижная,такси,
27.7400,Челябинск,10 февраля 2011,NFM,Голос,Сухопутная подвижная,такси,
26.3600,Челябинск,10 февраля 2011,NFM,Голос,Сухопутная подвижная,такси,
27.6700,Челябинск,10 февраля 2011,NFM,Голос,Сухопутная подвижная,такси,
27.7600,Челябинск,10 февраля 2011,NFM,Голос,Сухопутная подвижная,такси,
28.2000,Челябинск,10 февраля 2011,NFM,Голос,Сухопутная подвижная,такси,
28.1150,Челябинск,10 февраля 2011,NFM,Голос,Сухопутная подвижная,такси,
27.3900,Челябинск,10 февраля 2011,NFM,Голос,Сухопутная подвижная,такси,
28.1050,Челябинск,10 февраля 2011,NFM,Голос,Сухопутная подвижная,такси,
27.1500,Челябинск,10 февраля 2011,NFM,Голос,Сухопутная подвижная,такси,
27.1100,Челябинск,10 февраля 2011,NFM,Голос,Сухопутная подвижная,такси,
27.6100,Челябинск,10 февраля 2011,NFM,Голос,Сухопутная подвижная,такси,
27.7500,Челябинск,10 февраля 2011,NFM,Голос,Сухопутная подвижная,такси,
27.5150,Челябинск,10 февраля 2011,NFM,Голос,Сухопутная подвижная,такси,
1.3410,Ростов-на-Дону,29 декабря 2010,AM,Голос,Радиовещательная,Какзахстан,Казахстан-1
156.3500,Челябинск,10 февраля 2011,NFM,Голос,Сухопутная подвижная,чоп,
159.7875,Челябинск,9 февраля 2011,NFM,Голос,Сухопутная подвижная,инкассаторы,Беркут
433.2500,Волгоград,10 февраля 2011,NFM,Голос,Сухопутная подвижная,"Такси ""Русская тройка""","""Троечка"", номерные"
163.8500,Волгоград,10 февраля 2011,NFM,Голос,Сухопутная подвижная,"аэропорт ""Гумрак"": обеспечение работы а/п",Не определены
433.0750,Волгоград,10 февраля 2011,NFM,Голос,Сухопутная подвижная,"Гипермаркет ""Лента"": работники магазина",Не определены
27.5050,Барнаул,10 февраля 2011,NFM,Голос,Сухопутная подвижная,"Такси ""77""","""семёрочки"""
26.5850,Барнаул,10 февраля 2011,NFM,Голос,Сухопутная подвижная,"Такси ""Драйв""",Жемчуг
106.4000,Воронеж,9 февраля 2011,WFM,Голос,Радиовещательная,"Радио ""Мелодия Воронеж""",
27.1750,Чебоксары,9 февраля 2011,AM,Голос,Сухопутная подвижная,Муршрутки,
164.6500,Белгород,9 февраля 2011,NFM,цифровой,Сухопутная подвижная,"ОАО ""МРСК Центра"" (электросети)","Омега, цифровые"
433.1000,Волгоград,9 февраля 2011,NFM,Голос,Сухопутная подвижная,"Охрана гипермаркета ""Лента""","Номерные, ""Ворота (номер)"""
434.9000,Москва,8 февраля 2011,NFM,"Голос + CTCSS 203,5",Сухопутная подвижная,"ЧОП ""Калибр"", Курский вокзал","Цифровые, 3-й, 100-й, 104-й. База"
131.7000,Волгоград,8 февраля 2011,AM,Голос,Воздушная подвижная,URWW,"""Волгоград-транзит"""
163.9000,Волгоград,8 февраля 2011,NFM,Голос,Сухопутная подвижная,"аэропорт ""Гумрак"": движение спецавтотранспорта по РД и ВПП","""Аэродромная (номер)"", ""Старт"", ""Руление"""
163.7750,Волгоград,8 февраля 2011,NFM,Голос,Сухопутная подвижная,"аэропорт ""Гумрак"": техническое обслуживание ВС",не определены
164.0000,Волгоград,8 февраля 2011,NFM,Голос,Сухопутная подвижная,"аэропорт ""Гумрак"": обслуживание систем радионавигации","""Радио-I"", ""Радио-II"", ""Радио-III""."
43.0000,Ярославль,8 февраля 2011,NFM,Голос,Сухопутная подвижная,Такси,по номерам
144.4190,Иваново,7 февраля 2011,CW,Morse,Любительская,Маяк,RA3UD/RB
164.9750,Волгоград,8 февраля 2011,NFM,Голос,Сухопутная подвижная,Ремонт и обслуживание электросетей.,"""Буря"", ""Автор"", номерные"
434.7000,Санкт-Петербург,8 февраля 2011,NFM,Голос + CTCSS 77.0,Сухопутная подвижная,Линк Российской LPD Net сети,Разные
434.7750,Санкт-Петербург,8 февраля 2011,NFM,Голос + CTCSS 88.5,Сухопутная подвижная,Линк Российской LPD Net сети,Разные
434.2500,Санкт-Петербург,8 февраля 2011,NFM,Голос + CTCSS 77.0,Сухопутная подвижная,Линк Российской LPD Net сети,Разные
433.0750,Ростов-на-Дону,25 декабря 2010,NFM,Голос,Сухопутная подвижная,Уборщицы в ГМ «Ашан» на СЖМ,
41.4000,Николаев,7 февраля 2011,NFM,Голос,Сухопутная подвижная,Укрдорсвязь,"Гранит (Николаевоблавтодор), Каток и т.п.(по районам обл.)"
11.5300,Волгоград,7 февраля 2011,AM,Голос,Радиовещательная,Не определена,"""Denge Mezopotamya"""
9.8950,Волгоград,7 февраля 2011,AM,Голос,Радиовещательная,Niderlands,"""Radio Nederland"""
9.7600,Волгоград,7 февраля 2011,AM,Голос,Радиовещательная,USA,"""Radio Farda"""
433.1250,Москва,7 февраля 2011,NFM,Голос,Сухопутная подвижная,Строители,"Башня-1, Башня-2, Земля"
167.9750,Луганск,6 февраля 2011,NFM,Голос,Сухопутная подвижная,Энергетики Луганского энергетического объединения,"Электрон, по номерам."
340.8375,Волгоград,6 февраля 2011,NFM,Голос,Сухопутная подвижная,Промышленное предприятие,"Номерные, имена сотрудников"
340.8625,Волгоград,6 февраля 2011,NFM,Голос,Сухопутная подвижная,Промышленное предприятие,"Номерные, имена сотрудников"
