frequency,place,observation_date,modulation,type_signal,radio_service,affiliation,call_sign
340.6875,Волгоград,6 февраля 2011,NFM,Голос,Сухопутная подвижная,Промышленное предприятие,"Номерные, имена сотрудников"
17.8950,Волгоград,6 февраля 2011,AM,Голос,Радиовещательная,Саудовская Аравия,BSKSA
17.8400,Волгоград,6 февраля 2011,AM,Голос,Радиовещательная,USA,"""Radio Farda"""
15.6900,Волгоград,6 февраля 2011,AM,Голос,Радиовещательная,USA,"""Radio Farda"""
15.4100,Волгоград,6 февраля 2011,AM,Голос,Радиовещательная,USA,"""Radio Farda"""
15.2500,Волгоград,6 февраля 2011,AM,Голос,Радиовещательная,Саудовская Аравия,BSKSA
15.0650,Волгоград,6 февраля 2011,AM,Голос,Радиовещательная,Египет,Radio Cairo
434.5250,Волгоград,6 февраля 2011,NFM,Голос,Сухопутная подвижная,"Охрана супермаркета ""МАН"" на ул. Николая Отрады",
148.8500,Алматы,6 февраля 2011,NFM,Голос,Сухопутная подвижная,Городская противопожарная служба,Рахат
164.6250,Алматы,6 февраля 2011,NFM,Голос,Сухопутная подвижная,Основной канал РГКП Казселезащита,Туман
440.8500,Луганская обл.,5 февраля 2011,NFM,Голос,Сухопутная подвижная,"Такси, г.Красный Луч",
165.2850,Луганская обл.,5 февраля 2011,NFM,Голос,Сухопутная подвижная,"Такси, г.Красный Луч",По номерам
154.7750,Луганская обл.,5 февраля 2011,NFM,Голос,Сухопутная подвижная,"Такси, г.Красный Луч",
9.7950,Таллинн,5 февраля 2011,AM,Голос,Радиовещательная,Португалия,Radio Portugal Int.
9.7700,Таллинн,5 февраля 2011,AM,Голос,Радиовещательная,Китай,Radio China Int
9.7250,Таллинн,5 февраля 2011,AM,Голос,Радиовещательная,Тунис,RTV Tunisie
162.4750,Киров,5 февраля 2011,NFM,Голос,Сухопутная подвижная,Такси,"Номерные по авто, база."
9.5950,Таллинн,5 февраля 2011,AM,Голос,Радиовещательная,США,Family Radio
9.4450,Таллинн,5 февраля 2011,AM,Голос,Радиовещательная,США,Voice of America
11.9950,Таллинн,5 февраля 2011,AM,Голос,Радиовещательная,Франция,Radio France Int
11.7650,Таллинн,5 февраля 2011,AM,Голос,Радиовещательная,Испания,Radio exterior de Espana
11.7050,Таллинн,5 февраля 2011,AM,Голос,Радиовещательная,Франция,Radio France Int
13.7900,Таллинн,5 февраля 2011,AM,Голос,Радиовещательная,Великобритания,BBC
13.6950,Таллинн,5 февраля 2011,AM,Голос,Радиовещательная,Франция,Radio France Int.
15.6400,Таллинн,5 февраля 2011,AM,Голос,Радиовещательная,Германия,Deutche Welle
15.4200,Таллинн,5 февраля 2011,AM,Голос,Радиовещательная,Великобритания,BBC World Service
15.3850,Таллинн,5 февраля 2011,AM,Голос,Радиовещательная,Испания,Radio Exterior de Espana
15.3000,Таллинн,5 февраля 2011,AM,Голос,Радиовещательная,Франция,Radio France Int.
15.2750,Таллинн,5 февраля 2011,AM,Голос,Радиовещательная,,Deutche Welle
131.6000,Мичуринск,5 февраля 2011,AM,Голос,Воздушная подвижная,Воронеж-транзит,
17.8150,Волгоград,5 февраля 2011,AM,Голос,Радиовещательная,USA,"""Radio Farda"""
440.5000,Луганск,4 февраля 2011,NFM,Голос,Сухопутная подвижная,Такси,
162.3000,Днепродзержинск,4 февраля 2011,NFM,Голос,Сухопутная подвижная,"Аварийная ""Днепроблэнерго""",
154.2750,Днепродзержинск,4 февраля 2011,NFM,Голос,Сухопутная подвижная,ЖД ДМК,
154.7250,Днепродзержинск,4 февраля 2011,NFM,Голос,Сухопутная подвижная,ЖД ДМК,
2.4440,Кривой Рог,4 февраля 2011,NFM,Голос,Сухопутная подвижная,Скоростной трамвай,"Диспетчер,по номерам и именам"
0.8060,Московская обл.,15 мая 2010,AM,Morse,Радионавигационная,"БПРМ аэродром ""Чкаловский"", Московская область (KO85xv)","O, U"
8.8250,Одесская обл.,3 февраля 2011,USB,Голос + тон,Воздушная подвижная,Санта Мария Испания,Santa Maria
158.9500,Варшава,15 марта 2010,NFM,Голос,Сухопутная подвижная,Предприятие автомобильной коммуникации г. Гродзиск-Мазовецки,"по гаражным номерам автобусов (3-значные, 5xx и 6xx)"
107.2000,Киров,3 февраля 2011,WFM,Голос,Радиовещательная,Радио Дача,
106.7000,Киров,3 февраля 2011,WFM,Голос,Радиовещательная,Дорожное радио,
104.9000,Киров,3 февраля 2011,WFM,Голос,Радиовещательная,Ретро FM,
103.9000,Киров,3 февраля 2011,WFM,Голос,Радиовещательная,Русское радио,
103.4000,Киров,3 февраля 2011,WFM,Голос,Радиовещательная,Авторадио,
102.9000,Киров,3 февраля 2011,WFM,Голос,Радиовещательная,Мария FM,
102.2000,Киров,3 февраля 2011,WFM,Голос,Радиовещательная,Европа плюс,
101.4000,Киров,3 февраля 2011,WFM,Голос,Радиовещательная,Маяк FM,
101.0000,Киров,3 февраля 2011,WFM,Голос,Радиовещательная,Эхо Москвы,
73.9700,Киров,3 февраля 2011,WFM,Голос,Радиовещательная,Мария FM,
73.1900,Киров,3 февраля 2011,WFM,Голос,Радиовещательная,Русское радио,
72.4400,Киров,3 февраля 2011,WFM,Голос,Радиовещательная,Радио Шансон,
71.8400,Киров,3 февраля 2011,WFM,Голос,Радиовещательная,Авторадио,
70.8500,Киров,3 февраля 2011,WFM,Голос,Радиовещательная,Ретро FM,
66.1800,Брянск,3 февраля 2011,WFM,Голос,Радиовещательная,Маяк FM,
66.6200,Киров,3 февраля 2011,WFM,Голос,Радиовещательная,Радио России,
152.5250,Волгоград,3 февраля 2011,NFM,Голос,Сухопутная подвижная,"ОАО ""РЖД"", станция ""Волгоград-I""",Имена сотрудников
164.6250,Воркута,3 октября 2010,NFM,Голос,Сухопутная подвижная,РЖД,неизвестно
154.0000,Волгоград,2 февраля 2011,NFM,Голос,Сухопутная подвижная,"ОАО ""РЖД""","ДСП (фамилия), машинист (фамилия)"
145.7000,Кострома,2 февраля 2011,NFM,Голос,Любительская,Репитер,
